
j' [ʒ]
Centre-du-Québec [sâtʁədykebɛk]
centrer [sâtʁe]
centre [sâtʁ]
Centre [sâtʁ]
centre-ville [sâtʁəvil]
centrifugation [sâtʁifyɡasjô]
centrifuger [sâtʁifyʒe]
centrifuge [sâtʁifyʒ]
centripète [sâtʁipɛt]
centrisme [sâtʁism]
centriste [sâtʁist]
centrosome [sâtʁozom]
cent [sâ]
centuple [sâtypl]
centurie [sâtyʁi]
centurion [sâtyʁjô]
cépage [sepaʒ]
cependant [səpâdâ]
céphalalgie [sefalalʒi]
céphalique [sefalik]
cep [sɛp]
céramique [seʁamik]
céramiste [seʁamist]
cérat [seʁa]
cerceau [sɛʁso]
cercler [sɛʁkle]
cercle [sɛʁkl]
cercueil [sɛʁkœj]
céréale [seʁeal]
céréaliculture [seʁealikyltyʁ]
céréalier [seʁealje]
cérébelleux [seʁebelø]
cérébral [seʁebʁal]
cérémonial [seʁemɔnjal]
cérémoniel [seʁemɔnjɛl]
cérémonie [seʁemɔni]
cérémonieusement [seʁemɔnjøzmâ]
cérémonieux [seʁemɔnjø]
Cérès [seʁɛs]
cerf [sɛʁ]
Cergy [sɛʁʒi]
cerise [səʁiz]
cerisier [səʁizje]
cérium [seʁjɔm]
cerner [sɛʁne]
cerne [sɛʁn]
CERN [sɛʁn]
certainement [sɛʁtɛnmâ]
certain [sɛʁtê]
certes [sɛʁt]
certification [sɛʁtifikasjô]
certificat [sɛʁtifika]
certifier [sɛʁtifje]
certitude [sɛʁtityd]
céruse [seʁyz]
Cervantès [sɛʁvâtɛs]
cerveau [sɛʁvo]
cervelet [sɛʁvəlɛ]
cervelle [sɛʁvɛl]
cervical [sɛʁvikal]
césarien [sezaʁjê]
césarisme [sezaʁism]
Cesàro [sezaʁo]
césar [sezaʁ]
César [sezaʁ]
ce [sə]
césium [sezjɔm]
cessant [sesâ]
cessation [sesasjô]
ces [se]
cesser [sese]
cesse [sɛs]
cessible [sesibl]
cessionnaire [sesjɔnɛʁ]
cession [sesjô]
c'est-à-dire [sɛtadiʁ]
ceste [sɛst]
césure [sezyʁ]
cetera [seteʁa]
cet [sɛt]
cette [sɛt]
ceux-ci [søsi]
ceux-là [søla]
ceux [sø]
Cévennes [sevɛn]
Ceylan [sɛlâ]
Cézanne [sezan]
Chablais [ʃablɛ]
chablis [ʃabli]
chacal [ʃakal]
chacun [ʃakê]
chacune [ʃakyn]
chagrin [ʃaɡʁê]
chagriner [ʃaɡʁine]
chah [ʃa]
chahut [ʃay]
chai [ʃɛ]
Chaillot [ʃajo]
chaînage [ʃɛnaʒ]
chaîne [ʃɛn]
chaîner [ʃene]
chaînette [ʃɛnɛt]
chaînon [ʃɛnô]
chair [ʃɛʁ]
chaire [ʃɛʁ]
chaise [ʃɛz]
chaland [ʃalâ]
chalcopyrite [ʃalkɔpiʁit]
chaldéen [kaldeê]
châle [ʃal]
chalet [ʃalɛ]
chaleur [ʃalœʁ]
chaleureusement [ʃalœʁøzmâ]
chaleureux [ʃalœʁø]
challenge [ʃalâʒ,tʃalɛnʒ]
Chalons [ʃalô]
Châlons-en-Champagne [ʃalôâʃâpaɲ]
Chalon-sur-Saône [ʃalôsyʁson]
chaloupe [ʃalup]
chalouper [ʃalupe]
chalumeau [ʃalymo]
chalut [ʃaly]
chalutier [ʃalytje]
chamade [ʃamad]
chaman [ʃaman]
chamanique [ʃamanik]
chamanisme [ʃamanism]
chambardement [ʃâbaʁdəmâ]
chambellan [ʃâbelâ,ʃâbɛlâ]
Chambéry [ʃâbeʁi]
Chambly [ʃâbli]
Chambord [ʃâbɔʁ]
chambranle [ʃâbʁâl]
chambre [ʃâbʁ]
chambrer [ʃâbʁe]
chambrette [ʃâbʁɛt]
chambrier [ʃâbʁije]
chameau [ʃamo]
chamelle [ʃamɛl]
Chamisso [ʃamiso]
chamois [ʃamwa]
Chamonix [ʃamɔni]
champ [ʃâ]
Champagne-Ardenne [ʃâpaɲaʁdɛn]
champagne [ʃâpaɲ]
Champagne [ʃâpaɲ]
champart [ʃâpaʁ]
champenois [ʃâpənwa]
champêtre [ʃâpɛtʁ]
champignon [ʃâpiɲô]
Champigny-sur-Marne [ʃâpiɲisyʁmaʁn]
championnat [ʃâpjɔna]
champion [ʃâpjô]
Champlain [ʃâplê]
Champollion [ʃâpɔljô]
Champs-Élysées [ʃâzelize]
Champs-sur-Marne [ʃâsyʁmaʁn]
chancelant [ʃâslâ]
chanceler [ʃâsle]
chancelier [ʃâsəlje]
chancellerie [ʃâsɛlʁi]
chance [ʃâs]
chanceux [ʃâsø]
chancre [ʃâkʁ]
chandail [ʃâdaj]
chandelier [ʃâdəlje]
chandelle [ʃâdɛl]
Chanel [ʃanɛl]
chanfrein [ʃâfʁê]
changeant [ʃâʒâ]
changement [ʃâʒmâ]
changer [ʃâʒe]
changeur [ʃâʒœʁ]
change [ʃâʒ]
chanoine [ʃanwan]
chansonnette [ʃâsɔnɛt]
chansonnier [ʃâsɔnje]
chanson [ʃâsô]
chant [ʃâ]
chantage [ʃâtaʒ]
Chantal [ʃâtal]
chantant [ʃâtâ]
chanter [ʃâte]
chanteur [ʃâtœʁ]
chantier [ʃâtje]
chantre [ʃâtʁ]
chanvre [ʃâvʁ]
chaos [kao]
chaotique [kaɔtik]
chape [ʃap]
chapeau [ʃapo]
chapelain [ʃaplê]
chapeler [ʃaple]
chapelet [ʃaplɛ]
chapelier [ʃapəlje]
chapelle [ʃapɛl]
chapellenie [ʃapɛlni]
chapellerie [ʃapɛlʁi]
chaperon [ʃapʁô]
chapiteau [ʃapito]
chapitre [ʃapitʁ]
chapitrer [ʃapitʁe]
chapon [ʃapô]
chaque [ʃak]
char [ʃaʁ]
charabia [ʃaʁabja]
charbon [ʃaʁbô]
charbonnage [ʃaʁbɔnaʒ]
charbonneux [ʃaʁbɔnø]
charbonnier [ʃaʁbɔnje]
charcuterie [ʃaʁkytʁi]
charcutier [ʃaʁkytje]
chardon [ʃaʁdô]
charentais [ʃaʁâtɛ]
Charente [ʃaʁât]
Charente-Maritime [ʃaʁâtmaʁitim]
Charenton-le-Pont [ʃaʁâtôləpô]
charge [ʃaʁʒ]
chargé [ʃaʁʒe]
chargement [ʃaʁʒəmâ]
charger [ʃaʁʒe]
chargeur [ʃaʁʒœʁ]
charia [ʃaʁja]
chariot [ʃaʁjo]
charismatique [kaʁismatik]
charisme [kaʁism]
charitable [ʃaʁitabl]
charitablement [ʃaʁitabləmâ]
charité [ʃaʁite]
charivari [ʃaʁivaʁi]
charlatan [ʃaʁlatâ]
charlatanerie [ʃaʁlatanʁi]
charlatanisme [ʃaʁlatanism]
Charlemagne [ʃaʁləmaɲ]
Charlène [ʃaʁlɛn]
Charleroi [ʃaʁləʁwa]
Charles [ʃaʁl]
Charleville [ʃaʁləvil]
Charleville-Mézières [ʃaʁləvilmezjɛʁ]
Charlevoix [ʃaʁləvwa]
Charlie [ʃaʁli]
Charline [ʃaʁlin]
Charlotte [ʃaʁlɔt]
Charlottetown [ʃaʁlɔttawn]
Charly [ʃaʁli]
charmant [ʃaʁmâ]
charme [ʃaʁm]
charmer [ʃaʁme]
charmeur [ʃaʁmœʁ]
charmille [ʃaʁmij]
charnel [ʃaʁnɛl]
charnellement [ʃaʁnɛlmâ]
charnier [ʃaʁnje]
charnière [ʃaʁnjɛʁ]
charnu [ʃaʁny]
charogne [ʃaʁɔɲ]
Charolais [ʃaʁɔlɛ]
Charon [ʃaʁô]
Charonne [ʃaʁɔn]
charpente [ʃaʁpât]
charpenter [ʃaʁpâte]
charpenterie [ʃaʁpâtʁi]
charpentier [ʃaʁpâtje]
charpie [ʃaʁpi]
charretier [ʃaʁtje]
charrette [ʃaʁɛt]
charriage [ʃaʁjaʒ]
charrier [ʃaʁje]
charroi [ʃaʁwa]
charron [ʃaʁô]
charronnage [ʃaʁɔnaʒ]
charrue [ʃaʁy]
charte [ʃaʁt]
charter [ʃaʁtɛʁ]
chartiste [ʃaʁtist]
Chartres [ʃaʁtʁ]
chartreux [ʃaʁtʁø]
chartrier [ʃaʁtʁije]
Charybde [ʃaʁibd]
chas [ʃa]
Chasles [ʃal]
chasse [ʃas]
châsse [ʃas]
chasser [ʃase]
chasseresse [ʃasʁɛs]
chasseur [ʃasœʁ]
châssis [ʃasi]
chaste [ʃast]
chastement [ʃastəmâ]
chasteté [ʃastəte]
chasuble [ʃazybl]
chat [ʃa]
châtaignier [ʃateɲe]
châtain [ʃatê]
château [ʃato]
Châteauguay [ʃatoɡɛ]
Châteauroux [ʃatoʁu]
châtelain [ʃatlê]
châtelet [ʃatlɛ]
Châtelet [ʃatlɛ]
châtellenie [ʃatɛlni]
Châtellerault [ʃatɛlʁo]
Châtenay-Malabry [ʃatnemalabʁi]
châtier [ʃatje]
Châtillon [ʃatijô]
châtiment [ʃatimâ]
chatoiement [ʃatwamâ]
chaton [ʃatô]
Chatou [ʃatu]
chatouillement [ʃatujmâ]
chatouiller [ʃatuje]
chatouilleux [ʃatujø]
chaudement [ʃodmâ]
Chaudfontaine [ʃofôtɛn]
Chaudière-Appalaches [ʃodjɛʁapalaʃ]
chaudière [ʃodjɛʁ]
chaud [ʃo]
chaudronnerie [ʃodʁɔnʁi]
chaudronnier [ʃodʁɔnje]
chaudron [ʃodʁô]
chauffage [ʃofaʒ]
chauffant [ʃofâ]
chauffe [ʃof]
chaufferie [ʃofʁi]
chauffer [ʃofe]
chauffeur [ʃofœʁ]
chaulage [ʃolaʒ]
chaume [ʃom]
chaumière [ʃomjɛʁ]
Chaumont [ʃomô]
chausse [ʃos]
chausser [ʃose]
chaussette [ʃosɛt]
chaussure [ʃosyʁ]
chauve [ʃov]
chauvinisme [ʃovinism]
chauvin [ʃovê]
Chaux-de-Fonds [ʃodəfô]
chaux [ʃo]
chavirer [ʃaviʁe]
chéchia [ʃeʃja]
chef [ʃɛf]
chefferie [ʃɛfʁi]
chef-lieu [ʃɛfljø]
cheikh [ʃɛk]
Chelles [ʃɛl]
cheminée [ʃəmine]
chemin [ʃəmê]
cheminement [ʃəminmâ]
cheminer [ʃəmine]
cheminot [ʃəmino]
chemise [ʃəmiz]
chemiser [ʃəmize]
chemisette [ʃəmizɛt]
chemisier [ʃəmizje]
Chemnitz [ʃɛmnits]
chênaie [ʃɛnɛ]
chenal [ʃənal]
chêne [ʃɛn]
Chengdu [ʃɛŋɡdu]
Chénier [ʃenje]
chenil [ʃənil]
chenille [ʃənij]
Chennai [ʃenɛ]
cheptel [ʃɛptɛl]
chèque [ʃɛk]
Cherbourg-Octeville [ʃɛʁbuʁɔktəvil]
chercher [ʃɛʁʃe]
chercheur [ʃɛʁʃœʁ]
cher [ʃɛʁ]
Cher [ʃɛʁ]
chèrement [ʃɛʁmâ]
chéri [ʃeʁi]
chérif [ʃeʁif]
chérifien [ʃeʁifjê]
chérir [ʃeʁiʁ]
cherté [ʃɛʁte]
chérubin [ʃeʁybê]
Chesapeake [tʃezapik]
Chesnay [ʃenɛ]
Chessex [ʃesɛks]
chétif [ʃetif]
chevaleresque [ʃəvalʁɛsk]
chevalerie [ʃəvalʁi]
chevalet [ʃəvalɛ]
cheval [ʃəval]
chevalier [ʃəvalje]
chevalin [ʃəvalê]
Chevalley [ʃəvalɛ]
chevauchant [ʃəvoʃâ]
chevauchement [ʃəvoʃmâ]
chevaucher [ʃəvoʃe]
chevelu [ʃəvly]
chevelure [ʃəvlyʁ]
chevet [ʃəvɛ]
cheveu [ʃəvø]
cheville [ʃəvij]
cheviller [ʃəvije]
chevreau [ʃəvʁo]
chèvre [ʃɛvʁ]
chèvrefeuille [ʃɛvʁəfœj]
chevreuil [ʃəvʁœj]
Chevreul [ʃəvʁœl]
chevrier [ʃəvʁije]
chevron [ʃəvʁô]
chez [ʃe]
CHF [seaʃɛf]
Chiara [kjaʁa]
chiasma [kjasma]
chiasme [kjasm]
Chicago [ʃikaɡo]
chicane [ʃikan]
chicaner [ʃikane]
chiche [ʃiʃ]
chichement [ʃiʃmâ]
chic [ʃik]
chiendent [ʃjêdâ]
chien [ʃjê]
chier [ʃje]
chiffon [ʃifô]
chiffonnier [ʃifɔnje]
chiffrage [ʃifʁaʒ]
chiffre [ʃifʁ]
chiffrement [ʃifʁəmâ]
chiffrer [ʃifʁe]
chignon [ʃiɲô]
chiisme [ʃiism]
chiite [ʃiit]
Childebert [ʃildəbɛʁ]
Childéric [ʃildeʁik]
chilien [ʃiljê]
Chili [ʃili]
Chilpéric [ʃilpeʁik]
Chimay [ʃimɛ]
Chimène [ʃimɛn]
chimère [ʃimɛʁ]
chimérique [ʃimeʁik]
chimie [ʃimi]
chimiothérapie [ʃimjɔteʁapi]
chimique [ʃimik]
chimiquement [ʃimikmâ]
chimisme [ʃimism]
chimiste [ʃimist]
chimpanzé [ʃêpâze]
chine [ʃin]
Chine [ʃin]
chinoiser [ʃinwaze]
chinois [ʃinwa]
chiot [ʃjo]
chiourme [ʃjuʁm]
chique [ʃik]
chiquenaude [ʃiknod]
Chirac [ʃiʁak]
chirographaire [kiʁɔɡʁafɛʁ]
chirurgicalement [ʃiʁyʁʒikalmâ]
chirurgical [ʃiʁyʁʒikal]
chirurgie [ʃiʁyʁʒi]
chirurgien [ʃiʁyʁʒjê]
Chisinau [kiʃinaw]
chitine [kitin]
Chittagong [tʃitaɡôŋ]
chlamyde [klamid]
Chloé [klɔe]
chloral [klɔʁal]
chlorate [klɔʁat]
chlore [klɔʁ]
chlorer [klɔʁe]
chlorhydrate [klɔʁidʁat]
chlorhydrique [klɔʁidʁik]
chlorique [klɔʁik]
chlorite [klɔʁit]
chloroforme [klɔʁɔfɔʁm]
chlorophylle [klɔʁɔfil]
chlorose [klɔʁoz]
chlorure [klɔʁyʁ]
chlorurer [klɔʁyʁe]
choc [ʃɔk]
chocolat [ʃɔkɔla]
chœur [kœʁ]
choir [ʃwaʁ]
choisir [ʃwaziʁ]
Choisy-le-Roi [ʃwaziləʁwa]
choix [ʃwa]
cholédoque [kɔledɔk]
choléra [kɔleʁa]
cholérique [kɔleʁik]
Cholesky [ʃɔlɛski]
cholestérol [kɔlɛsteʁɔl]
Cholet [ʃɔlɛ]
choline [kɔlin]
chômage [ʃomaʒ]
chômer [ʃome]
chômeur [ʃomœʁ]
chondriome [kôdʁijom]
Chongqing [ʃôɡkiŋ]
Chopin [ʃɔpê]
choquant [ʃɔkâ]
choquer [ʃɔke]
choral [kɔʁal]
chorée [kɔʁe]
chorégraphe [kɔʁeɡʁaf]
chorégraphie [kɔʁeɡʁafi]
chorégraphique [kɔʁeɡʁafik]
chorion [kɔʁjô]
choroïde [kɔʁɔid]
chorus [kɔʁys]
chose [ʃoz]
Chostakovitch [ʃɔstakɔvitʃ]
chott [ʃɔt]
chouannerie [ʃwanʁi]
chouan [ʃwâ]
choucroute [ʃukʁut]
chouette [ʃwɛt]
chou [ʃu]
choyé [ʃwaje]
chrême [kʁɛm]
chrétien [kʁetjê]
chrétiennement [kʁetjɛnmâ]
chrétienté [kʁetjête]
Christèle [kʁistɛl]
Christel [kʁistɛl]
Christelle [kʁistɛl]
Christiane [kʁistjan]
christianisation [kʁistjanizasjô]
christianiser [kʁistjanize]
christianisme [kʁistjanism]
Christian [kʁistjâ]
Christie [kʁisti]
Christine [kʁistin]
christique [kʁistik]
christ [kʁist/kʁis]
Christoffel [kʁistɔfɛl]
christologie [kʁistɔlɔʒi]
christologique [kʁistɔlɔʒik]
Christophe [kʁistɔf]
Christopher [kʁistɔfœʁ]
chromate [kʁɔmat]
chromatine [kʁɔmatin]
chromatique [kʁɔmatik]
chromatisme [kʁɔmatism]
chromatographie [kʁɔmatɔɡʁafi]
chrome [kʁom]
chromique [kʁɔmik]
chromo [kʁɔmo]
chromosome [kʁomozom]
chromosomique [kʁomozɔmik]
chromosphère [kʁɔmɔsfɛʁ]
chronaxie [kʁɔnaksi]
chronicité [kʁɔnisite]
chronique [kʁɔnik]
chroniquement [kʁɔnikmâ]
chroniquer [kʁɔnike]
chroniqueur [kʁɔnikœʁ]
chronographe [kʁɔnɔɡʁaf]
chrono [kʁɔno]
chronologie [kʁɔnɔlɔʒi]
chronologique [kʁɔnɔlɔʒik]
chronologiquement [kʁɔnɔlɔʒikmâ]
chronomètre [kʁɔnɔmɛtʁ]
chrysalide [kʁizalid]
Chrysaor [kʁizaɔʁ]
Chrysler [kʁislɛʁ]
chuchotement [ʃyʃɔtmâ]
chuchoter [ʃyʃɔte]
Churchill [tʃœʁtʃil]
chuter [ʃyte]
chute [ʃyt]
chyle [ʃil]
chyme [ʃim]
Chypre [ʃipʁ]
chypriote [ʃipʁijɔt]
CIA [seia]
ciblage [siblaʒ]
cibler [sible]
cible [sibl]
ciboire [sibwaʁ]
cicatrice [sikatʁis]
cicatriciel [sikatʁisjɛl]
cicatrisation [sikatʁizasjô]
cicatriser [sikatʁize]
cicérone [siseʁɔn]
cicéronien [siseʁɔnjê]
Cicéron [siseʁô]
ci-dessous [sidəsu]
ci-dessus [sidəsy]
cidre [sidʁ]
Cid [sid]
ciel [sjɛl]
cierge [sjɛʁʒ]
cieux [sjø]
cigale [siɡal]
cigare [siɡaʁ]
cigarette [siɡaʁɛt]
cigogne [siɡɔɲ]
ciguë [siɡy]
ciliaire [siljɛʁ]
cilice [silis]
Cilicie [silisi]
cilié [silje]
cil [sil]
cimenterie [simâtʁi]
cimenter [simâte]
ciment [simâ]
cime [sim]
cimeterre [simtɛʁ]
cimetière [simtjɛʁ]
cimier [simje]
cinabre [sinabʁ]
cinchonine [sêkɔnin]
Cincinnati [sinsinati]
Cindy [sindi]
cinéaste [sineast]
cinéma [sinema]
cinémathèque [sinematɛk]
cinématique [sinematik]
cinématographe [sinematɔɡʁaf]
cinématographie [sinematɔɡʁafi]
cinématographique [sinematɔɡʁafik]
ciné [sine]
cinétique [sinetik]
Ciney [sinɛ]
cinglant [sêɡlâ]
cingler [sêɡle]
cinq [sêk,sê]
cinquantaine [sêkâtɛn]
cinquantenaire [sêkâtnɛʁ]
cinquante [sêkât]
cinquantième [sêkâtjɛm]
cinquième [sêkjɛm]
cintrer [sêtʁe]
cintre [sêtʁ]
Ciotat [sjɔta]
cippe [sip]
cirage [siʁaʒ]
Circassie [siʁkasi]
Circé [siʁse]
circoncire [siʁkôsiʁ]
circoncision [siʁkôsizjô]
circoncis [siʁkôsi]
circonférence [siʁkôfeʁâs]
circonflexe [siʁkôflɛks]
circonscription [siʁkôskʁipsjô]
circonscrire [siʁkôskʁiʁ]
circonspection [siʁkôspɛksjô]
circonspect [siʁkôspɛ]
circonstance [siʁkôstâs]
circonstanciel [siʁkôstâsjɛl]
circonstancier [siʁkôstâsje]
circonvallation [siʁkôvalasjô]
circonvenir [siʁkôvəniʁ]
circonvoisin [siʁkôvwazê]
circonvolution [siʁkôvɔlysjô]
circuit [siʁkɥi]
circulairement [siʁkylɛʁmâ]
circulaire [siʁkylɛʁ]
circulant [siʁkylâ]
circularité [siʁkylaʁite]
circulation [siʁkylasjô]
circulatoire [siʁkylatwaʁ]
circuler [siʁkyle]
circumnavigation [siʁkɔmnaviɡasjô]
cirer [siʁe]
cire [siʁ]
ciré [siʁe]
ciron [siʁô]
cirque [siʁk]
cirrhose [siʁoz]
cirrus [siʁys]
cisaillement [sizajmâ]
ciseau [sizo]
ciseler [sizle]
ciseleur [sizlœʁ]
ciselure [sizlyʁ]
ci [si]
Ci [si]
Cisjordanie [sisʒɔʁdani]
cistercien [sistɛʁsjê]
ciste [sist]
citadelle [sitadɛl]
citadin [sitadê]
citation [sitasjô]
Cîteaux [sito]
citerne [sitɛʁn]
citer [site]
cité [site]
cithare [sitaʁ]
citoyenneté [sitwajɛnte]
citoyen [sitwajê]
citrate [sitʁat]
citrin [sitʁê]
citrique [sitʁik]
Citroën [sitʁoɛn]
citronnier [sitʁɔnje]
citron [sitʁô]
citrouille [sitʁuj]
City [siti]
civière [sivjɛʁ]
civilement [sivilmâ]
civilisateur [sivilizatœʁ]
civilisation [sivilizasjô]
civiliser [sivilize]
civilité [sivilite]
civil [sivil]
civique [sivik]
civisme [sivism]
claie [klɛ]
Claire [klɛʁ]
clairement [klɛʁmâ]
clairet [klɛʁɛ]
clairière [klɛʁjɛʁ]
clair [klɛʁ]
clairon [klɛʁô]
clairvoyance [klɛʁvwajâs]
clairvoyant [klɛʁvwajâ]
Clamart [klamaʁ]
clamer [klame]
clameur [klamœʁ]
clam [klam]
clandestinement [klâdɛstinmâ]
clandestinité [klâdɛstinite]
clandestin [klâdɛstê]
clanique [klanik]
clan [klâ]
clapet [klapɛ]
clapier [klapje]
clapotis [klapɔti]
claquant [klakâ]
claque [klak]
claquement [klakmâ]
claquer [klake]
Clara [klaʁa]
clarification [klaʁifikasjô]
clarifier [klaʁifje]
clarinette [klaʁinɛt]
Clarisse [klaʁis]
clarté [klaʁte]
classe [klas]
classement [klasmâ]
classer [klase]
classeur [klasœʁ]
classicisme [klasisism]
classificateur [klasifikatœʁ]
classification [klasifikasjô]
classificatoire [klasifikatwaʁ]
classifier [klasifje]
classique [klasik]
classiquement [klasikmâ]
Claude [klod]
Claudel [klodɛl]
Claudette [klodɛt]
claudication [klodikasjô]
Claudie [klodi]
Claudine [klodin]
clause [kloz]
claustral [klostʁal]
claustration [klostʁasjô]
clausule [klozyl]
clausus [klozys]
clavecin [klavsê]
claviculaire [klavikylɛʁ]
clavicule [klavikyl]
clavier [klavje]
clayonnage [klɛjɔnaʒ]
clearing [kliʁiŋ]
clef [kle]
clé [kle]
Clemenceau [kləmâso]
clémence [klemâs]
Clémence [klemâs]
Clémentine [klemâtin]
clément [klemâ]
Clément [klemâ]
Cléopâtre [kleɔpatʁ]
clepsydre [klɛpsidʁ]
clerc [klɛʁ]
clergé [klɛʁʒe]
clergie [klɛʁʒi]
cléricalisme [kleʁikalism]
clérical [kleʁikal]
cléricature [kleʁikatyʁ]
Clermont-Ferrand [klɛʁmôfeʁâ]
Clervaux [klɛʁvo]
Cleveland [klivlâd]
cliché [kliʃe]
clicher [kliʃe]
Clichy [kliʃi]
Clichy-sous-Bois [kliʃisubwa]
clic [klik]
clientèle [klijâtɛl]
clientélisme [klijâtelism]
clientéliste [klijâtelist]
client [klijâ]
Clifford [klifɔʁd]
clignement [kliɲmâ]
clignotement [kliɲɔtmâ]
climatérique [klimateʁik]
climatique [klimatik]
climatisation [klimatizasjô]
climat [klima]
climatologie [klimatɔlɔʒi]
climatologique [klimatɔlɔʒik]
clinicien [klinisjê]
clinique [klinik]
cliniquement [klinikmâ]
clin [klê]
clinquant [klêkâ]
Clinton [klintɔn]
clip [klip]
clique [klik]
cliquer [klike]
cliquetis [klikti]
cliquet [klikɛ]
clitique [klitik]
clitoris [klitɔʁis]
clivage [klivaʒ]
cloaque [klɔak]
clochard [klɔʃaʁ]
cloche [klɔʃ]
clocher [klɔʃe]
clocheton [klɔʃtô]
clochette [klɔʃɛt]
Cloé [klɔe]
cloison [klwazô]
cloisonnement [klwazɔnmâ]
cloître [klwatʁ]
cloîtrer [klwatʁe]
clonage [klonaʒ,klɔnaʒ]
clone [klɔn,klon]
clore [klɔʁ]
clos [klo]
Clotaire [klotɛʁ]
Clotho [klɔto]
Clotilde [klotild]
clôture [klotyʁ]
clôturer [klotyʁe]
clouer [klue]
clou [klu]
Clovis [klovis]
clown [klun]
club [klœb]
Cluny [klyni]
cluse [klyz]
cluster [klœstœʁ,klystɛʁ]
CM1 [seɛmê]
CM2 [seɛmdø]
CMU [seɛmy]
CNES [knɛs]
CNRS [seɛnɛʁɛs]
CNY [səɛniɡʁɛk]
CO2 [seodø]
coaching [kotʃiŋ]
coadjuteur [koadʒytœʁ]
coagulable [kɔaɡylabl]
coagulation [kɔaɡylasjô]
coaguler [kɔaɡyle]
coagulum [kɔaɡylɔm]
coalescence [kɔalesâs]
coalisé [kɔalize]
coaliser [kɔalize]
coalition [kɔalisjô]
coaptation [koaptasjô]
coarctation [koaʁktasjô]
coauteur [kootœʁ]
cobalt [kɔbalt]
cobaye [kɔbaj]
cobra [kɔbʁa]
cocagne [kɔkaɲ]
cocaïne [kɔkain]
coca [kɔka]
cocarde [kɔkaʁd]
cocasse [kɔkas]
coccyx [kɔksis]
coche [kɔʃ]
cochenille [kɔʃnij]
cocher [kɔʃe]
Cochinchine [kɔʃêʃin]
cochléaire [kɔkleɛʁ]
cochon [kɔʃô]
cocktail [kɔktɛl]
coco [koko]
cocon [kɔkô]
cocontractant [kokôtʁaktâ]
cocotier [kɔkɔtje]
Cocteau [kɔkto]
coction [kɔksjô]
cocu [kɔky]
codage [kɔdaʒ]
codant [kɔdâ]
codébiteur [kodebitœʁ]
codécision [kodesizjô]
codéine [kɔdein]
code [kɔd]
coder [kɔde]
codex [kɔdɛks]
codicille [kɔdisil]
codification [kɔdifikasjô]
codifier [kɔdifje]
coéducation [koedykasjô]
coefficient [kɔefisjâ]
cœliaque [seljak]
coéquipier [koekipje]
coercitif [kɔɛʁsitif]
coercition [kɔɛʁsisjô]
cœur [kœʁ]
coexistant [koɛɡzistâ,kɔɛɡzistâ]
coexistence [kɔɛɡzistâs]
coexister [koɛɡziste,kɔɛɡziste]
coextensif [koɛkstâsif]
coffrage [kɔfʁaʒ]
coffre [kɔfʁ]
coffrer [kɔfʁe]
coffret [kɔfʁɛ]
cofondateur [kofôdatœʁ]
cogestion [kɔʒɛstjô]
cogito [kɔʒito]
cognac [kɔɲak]
Cognac [kɔɲak]
cogne [kɔɲ]
cogner [kɔɲe]
cognitif [kɔɡnitif]
cognition [kɔɡnisjô]
cognitiviste [kɔɡnitivist]
cohabitation [kɔabitasjô]
cohabiter [kɔabite]
Cohen [kɔɛn]
cohérence [kɔeʁâs]
cohérent [kɔeʁâ]
cohéritier [koeʁitje]
cohésion [kɔezjô]
cohorte [kɔɔʁt]
cohue [kɔy]
coiffe [kwaf]
coiffer [kwafe]
coiffeur [kwafœʁ]
coiffure [kwafyʁ]
coi [kwa]
coincer [kwêse]
coïncidence [kɔêsidâs]
coïncident [kɔêsidâ/kɔêsid]
coïncider [kɔêside]
coing [kwê]
coin [kwê]
Coire [kwaʁ]
coite [kwat]
coït [kɔit]
coke [kok]
Colbert [kɔlbɛʁ]
colchicine [kɔlʃisin]
Colchide [kɔlʃid]
colchique [kɔlʃik]
colère [kɔlɛʁ]
coléreux [kɔleʁø]
colérique [kɔleʁik]
Colette [kolɛt]
colibacille [kɔlibasil]
colibri [kɔlibʁi]
colimaçon [kɔlimasô]
Coline [kɔlin]
colin [kɔlê]
colique [kɔlik]
Colisée [kolize]
colis [kɔli]
colite [kɔlit]
col [kɔl]
collaborateur [kɔlabɔʁatœʁ,kɔllabɔʁatœʁ]
collaboration [kɔlabɔʁasjô,kɔllabɔʁasjô]
collaborationniste [kɔlabɔʁasjɔnist,kɔllabɔʁasjɔnist]
collaborer [kɔlabɔʁe,kɔllabɔʁe]
collage [kɔlaʒ]
collagène [kɔlaʒɛn]
collant [kɔlâ]
collapsus [kɔlapsys]
collatéral [kɔlateʁal]
collateur [kɔlatœʁ]
collation [kɔlasjô]
collationner [kɔlasjɔne]
collecte [kɔlɛkt]
collecter [kɔlɛkte]
collecteur [kɔlɛktœʁ]
collectif [kɔlɛktif]
collection [kɔlɛksjô]
collectionner [kɔlɛksjɔne]
collectionneur [kɔlɛksjɔnœʁ]
collectivement [kɔlɛktivmâ]
collectivisation [kɔlɛktivizasjô]
collectivisme [kɔlɛktivism]
collectiviste [kɔlɛktivist]
collectivité [kɔlɛktivite]
collège [kɔlɛʒ]
collégialité [kɔleʒjalite]
collégial [kɔleʒjal]
collégien [kɔleʒjê]
collègue [kɔlɛɡ]
colle [kɔl]
collerette [kɔlʁɛt]
coller [kɔle]
collet [kɔlɛ]
collier [kɔlje]
collimateur [kɔlimatœʁ]
